,Class,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100
84,2.0,0.27285018479524364,-2.0172122611833294,0.6352521407473439,7.351396168525831,1.6172392462668543,0.8359423018636123,1.1811053869730384,0.5842026003329772,1.6837897597017462,1.5989095527278094,0.014713409019263076,3.7890343300609888,2.5398429389328165,2.427080548798855,3.570553709507297,2.169198185173196,-1.3686785623033768,0.9560627874281744,0.3714691761338379,3.0181441854696085,3.895652230262184,2.5872285919483,6.617929406948558,2.7990267412046896,1.972544439157224,-2.3590514501573416,0.3839308940574422,-1.319466884269783,-1.2969061751119,3.320801014813967,7.117916035816086,4.6068417061545786,5.254500920527593,1.7165128040887214,4.119559472483909,1.4897349911878888,4.562084262363843,0.9428330099834212,1.9639142921730148,2.8239872319394355,3.5001033371728365,-1.3622509303040664,1.2970332659659043,1.6745332333341916,4.0270727635595565,1.0059659555619058,4.789323802058816,4.823429023616403,-1.9267710466110093,5.013622463575984,4.819735883132085,3.643728705243572,5.102234024100379,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92,2.0,1.7877572868159353,2.2356498327835546,2.529075015149889,1.7215214373237382,2.5396042370088163,2.723288437197608,-1.8643071275395813,-0.7757718363193209,2.8747714064207583,3.689551879081418,1.9059003928807945,2.1945476330259663,-0.20079875447019813,0.4480126597681397,1.1458605704985338,1.146517903593844,4.339652675764601,0.6346768171132046,-1.085243459590319,6.531572033695799,3.225462143807799,3.3851152624824783,2.9557143398636367,3.50931310115628,3.3724288067433426,3.9115425432654907,0.06877299424423935,2.019239774054202,6.535649279546655,3.833516959284517,4.073285841927452,2.000035615816917,-0.460157870973729,1.378018858529274,4.2111227651589305,1.919833607756401,5.712621975969952,2.1152458782874266,2.766960884692528,1.466487624667299,4.06556109044762,2.8293118681861262,4.474475802154757,7.620249087841432,4.199048085858155,7.134252976517515,5.152090139849164,0.8658971637504725,0.8637291189987888,6.564513522562022,-0.4144354842096564,4.713994565830263,1.4472080684778263,4.867618687875084,-2.31429451916072,2.055702984309129,3.643493122073878,1.5394403019311618,6.776874921645554,2.5607071443531924,3.523768324852254,0.8769061755896812,6.689267266792773,6.5699586663532905,3.422994456848581,2.914148143308504,4.184244314990102,1.9197720030865169,3.6698925618815186,3.336264854189388,-0.4094652751996661,6.131680136126867,3.3399691907529707,1.3647303332286982,3.0596590692835965,3.0189172982343098,0.7922060800353437,1.7539984617808375,-1.6801695618361898,-0.27945757460026976,5.0070041079496015,2.9010193629312933,3.4960100916295254,-0.44707607482017536,-1.1280963795859194,-0.9765142448274908,1.389763664784635,,,,,,,,,,,,,
68,2.0,-0.11260336104792892,4.564753685058965,3.863418846566544,4.825450696696946,0.5480036765205891,4.413395201180924,1.5835675373519165,3.8924942201083397,2.4758734694786626,4.1081229926891165,5.887927614111256,0.07479769769938788,6.0827158754993675,3.89919013304376,2.62211568700887,-2.076147738633518,0.8478251994096874,3.009957675385237,1.130006057114146,1.3580961331735892,4.7571060138531305,1.4393901703990997,1.143665231548788,-1.1391571070192332,2.772854227636216,3.6422696525309135,1.499125349672472,-0.7636290769262211,-0.4974466923876058,4.9100015066066485,5.0035380323439025,2.4223498090136517,1.7551110489310664,6.283970297878313,1.0193534658974726,2.7338400152331936,5.349447468014769,-2.038663918587856,3.394923008038362,2.480275489564225,3.3418711613803604,0.9283157791516926,1.3568870857497453,2.0679608247169985,4.240687302249297,1.4844247376202306,-0.5974602992081807,3.442037105083376,0.5783442575696428,4.022695919226295,6.417111999698667,4.66789397829855,4.880284399728098,4.809268178033836,3.927368438494272,1.4044817571769723,5.2508956485417935,3.4478777814151487,2.146904405930828,3.040956787424641,4.93311164041237,4.441827111259874,0.13965673003087192,1.1490528374454323,0.8789474352730026,7.82996223943393,4.404005271230046,4.958267000062462,-1.2915979734871053,-0.3749853383003676,5.700013553526016,-0.2835871350328639,1.3313199978403527,-0.7123696827139803,4.427128993585861,1.9674316082041698,0.5664915249105498,2.5940673074961937,5.179367825514051,0.6936071746647174,2.3529334290111925,5.9129494526330975,0.02406415689906735,1.7899600576933519,0.26361657664379146,0.8425296153572193,,,,,,,,,,,,,,
96,2.0,2.127428336094585,2.7569075835491,1.872190596538036,1.9707541706406588,6.4064659642085875,2.461999293096483,2.22854954369004,1.3024211217866886,-0.35575799700401994,-0.8176010830574718,5.5329839958945986,3.3019870621041445,3.4400232627148157,0.9490723030860356,-0.29671366543983946,-0.2949825322395089,0.5235304893723807,0.6239584812891211,-0.9554109106658192,0.39667015573658615,5.008037190105228,2.566335250608561,2.4501826956633725,0.1911540911591787,0.09387661600301253,2.5143477324423267,-0.4020793685192576,3.0642706327561915,-0.10729154628774616,-0.4415003435821949,1.1666126533583976,-0.5188905327318587,7.212055081820627,1.3701103350260075,2.174331876149924,5.105341864187073,3.1201237745579773,3.2082208272532364,-0.1869734846667856,1.931012113151513,4.258474765771515,2.29542914598224,2.8015727349397737,4.068621608954917,3.236580460565288,3.610743841127432,4.3873234316289516,1.3780740006798626,1.9483892944888292,-1.4200386041188386,4.0745888349188295,2.3735158055878642,1.8985239240665337,3.6513285525466985,2.878288611294161,5.502630200775348,6.738510808635048,4.509039377872082,5.5801832634388315,3.701607835922776,2.828179086373489,4.543501572832449,1.3608499452077991,2.2841760537318034,1.601348597576692,1.7540497905529826,7.134954602132297,2.4488282842903866,-0.3688338079682113,-0.35710493753152184,1.217115566382901,0.2558889174417083,1.1419683388323607,0.30152674006898744,3.6168389055012655,3.059188292417196,4.590366088027715,2.197899029915499,4.4542043352078,1.298697072948602,3.141068743761036,1.5210443450621134,4.053659869333002,4.6255414531173855,1.3115200514645415,0.11088987505527334,2.9196722498938636,6.536253904073735,4.225806563291325,3.0926824090880065,4.470523915557363,3.7166477023477817,5.39485123333708,-3.0764651447134272,4.335080543580575,-1.0922259005934607,,,,
15,1.0,1.42310173559588,1.833370700226724,2.2149005797120624,3.7096956664166134,0.007317045113798128,0.9898436351921728,2.611835787541158,3.3753316975753314,3.00620689398185,0.5491388645626019,0.23234174240129746,1.1302621264077728,3.0497077105874286,2.9894481102773547,0.1188073470296072,0.8727689789063853,-1.0349887368904187,5.337620719904389,0.6533802945248918,3.946636361778865,3.970276582460373,6.396527843401731,0.18619520996071354,1.0669948722667215,0.6007200299578052,2.1523035060429616,0.16799151747102553,0.9425264280648492,3.4228677927055533,1.9986797788037736,-1.3602941511585338,0.5837029826315127,2.2410749261624403,0.7490062510046419,5.848228667039393,3.978500049134884,3.5939800760048306,1.4202846189046872,1.1251535388065332,3.0982629574081133,-1.1977574249203176,1.7653929554104144,1.7300184552782554,1.9278073175359676,1.7449863083725536,2.399975726191873,0.4171596873036719,6.310451486575933,1.5589324954120019,3.8189656471071753,1.449431563218918,2.8104978445173048,1.4437891197589183,1.8224963030709431,0.7150864443151126,0.1188012188670846,1.0585239159742441,3.2315134679423885,2.74372475732372,0.4919670485346632,3.848108672030532,0.053219547619278836,1.1204639027574157,2.0203558952319525,2.9296303000416173,3.799020426372513,4.503328231230612,1.308123583699626,1.317610907923202,2.3466890342083246,2.1395476211976017,0.6689198230725102,2.103301700627028,2.434216902785471,1.0004129152452448,0.9984369121503656,1.0040059403429893,3.423269156209685,0.9367710057128472,3.207059262949949,4.443896515731172,2.809587152227379,1.8546259132431469,1.2513373546217192,5.084238329089638,,,,,,,,,,,,,,,
34,1.0,3.2772158484702265,-0.3276182685295197,2.7672149076365846,5.639221543249852,3.1960824325956225,3.1594809603146983,2.0378255601397153,3.0888783261782127,0.9838091656864713,2.1094082964970484,5.988805018485705,2.7602588816565685,-1.2521958386766654,0.5066878683078371,-0.19236499201479468,-0.4607570966421548,-1.315923332768202,1.8964709781904867,1.8291890520304168,3.306005814916103,3.3548929355867028,1.124470366144868,3.195527692568845,2.9757229855462604,2.503116587403353,3.230572343131858,4.440909973211528,0.36464709916354254,0.2327427477995412,1.082198059094065,1.8528247821502213,1.6814272954103526,0.9256052966598012,4.166500510963144,5.4699463013952725,-0.30186281601833004,2.6070756972334066,4.671627719378726,4.030262627541869,-1.8233373375785775,2.161520905067768,0.8047831152391159,2.9929898737740666,4.566379359276112,1.1123585111791492,0.2923675637611885,-0.2297654879293852,3.0063457240028812,5.606112148034137,2.727747009415785,1.1973607045799657,1.6083647716671707,4.107990220725869,2.2972963503068806,1.3139855255493018,-1.7524971762166175,4.801845418851352,0.2572571834178136,2.5628468266615947,1.6025425962227222,2.6030503692491096,1.5198658358249633,3.723766942718045,0.2760157789487724,2.407351803847233,2.648941061768856,3.894807537683661,0.17557323613313014,1.3852777419774134,5.763187176170916,0.2372660485568777,3.6352870711634715,0.4824182118829604,1.3197418667444931,-0.8768638686774235,1.4459852201535657,2.4276871366764654,1.278449407615782,0.43063291113725377,2.61826022547836,0.471496745440498,,,,,,,,,,,,,,,,,,,
11,1.0,2.368499986001396,2.322502827334441,3.931198273185868,2.4796602175532567,1.2716991615932074,5.428657998153288,1.634458710596315,-5.7061101188532675,-2.8838525951828236,3.6807407449043232,0.3344218471765231,1.8162412093407632,1.112027251190939,0.14940692113539994,0.796551194764422,0.6003825256192074,4.9733558069542925,2.9648067345326736,-2.0719325827906454,-0.3000114772963404,2.096685276091061,3.5975449731725084,2.506040452592867,1.127210398158928,5.400904017172471,3.316324669051392,3.3636675467798254,1.2243728718702107,4.272853024676765,0.6017774532128026,2.3010725252869024,1.3491574370729973,2.8098355054164994,2.3202815016420915,0.8188914984546452,2.2282157946892376,2.9223075065487865,0.10754152136720097,2.8505771588707747,0.8778033080788987,2.737324587361588,4.284368693345844,4.381118407759858,2.2489049627357534,2.7365995593441026,0.4804015408434298,1.8384259008659516,-0.8922965122020452,1.7705407675218303,3.7243799869141885,5.14141675176037,0.5354752295568818,2.6822989150261662,2.3460192088654055,2.469194489970865,1.9882142897362745,0.9031472681201356,1.9331505604278056,-0.34446260062405176,2.5698171136759864,-1.2114961698309783,4.509944610004816,2.4035888747079643,0.4491883914068284,-0.10429524645390408,2.3798734882446357,2.1726907118531202,2.060774346156676,1.5697656038328196,3.8697740700264416,3.74088274906223,4.21696023592311,0.9863635729992382,2.182799054950204,1.6325629708754903,2.54580401516706,0.6101614253998999,4.0046982254795696,3.9842463780701833,4.9131485859543735,2.6660106266999155,,,,,,,,,,,,,,,,,,,
118,2.0,5.046364990750097,6.104113908166464,4.624344015902286,5.015000650795001,3.781524453892636,1.8556078912542442,1.6647328095532297,3.7924573400272186,3.9615456365974335,0.9773691105438737,0.6258956094499502,-0.7302750552825246,5.6284559990335605,2.6012381666893654,1.3110135648595784,7.050637805196718,3.085308522662184,0.7618031438593933,3.945082894794152,-0.7147383461464341,1.1548438682396154,2.4076455353607624,5.627829114264282,1.5046650724459014,3.8973413111700617,4.48048659824067,5.249015464803733,2.5478704349830994,1.0182597951379564,2.1140890450647367,2.31356912279929,2.8188893579195757,4.995674384010359,2.05809914296824,2.6947500768440897,0.5400420846915688,3.0377061364020723,1.2526900117510282,5.582089732080441,6.620966072936515,2.5934737680455147,2.043829448915574,4.144253517578306,2.1336192139677985,5.21153534296344,0.19470529300317285,1.2959835749440003,1.1070167691352597,2.645439646651828,4.0689071407120485,5.3892255398621245,2.6813953175345016,-0.4497750507509655,1.1214018948347249,5.288906058059725,4.683347170631529,4.2774344702005855,-1.4757452002155902,6.808239637605414,2.7495713208880543,4.367020136859839,3.835018435016585,6.961253976970736,1.4621992570900404,1.0457132320782412,4.8162769620558015,-1.4500528128690795,-1.1666756360525503,2.8862252370039694,0.6253794645984457,-0.16671819130498153,-1.9924317427552365,-0.6849677914268734,0.9343322815946996,1.5958614752906175,1.4612117506675473,2.0554168796098553,7.247234086834513,3.3104276415544955,-0.4339196055588649,8.059660958807234,2.317864819326602,5.948522755999424,2.850183471881288,6.450385189112071,4.342751423858888,2.593316225239893,0.7609926798551875,3.951904393367104,6.6579446782296445,3.845390195789334,1.6802636241225213,-2.597912296247414,-0.5240979438600567,1.235200725708053,6.1068075925580345,,,,
13,1.0,4.250344214569915,0.0391728351810976,0.4402541788159613,1.0252117215097434,3.251189555778791,2.7412047591448303,2.4965502689705694,0.9111062740572484,-1.469609391627957,6.0492231006292805,1.024228696180976,3.4153519368633534,1.1516806220495173,1.6334155147372331,2.7186788998361258,1.1103121705682466,-1.1736492656274935,3.367385090717496,1.1334156223657286,1.1700234515813241,3.258246175379504,1.4874378467563039,3.441952594995883,2.8146087518984606,6.239245440632403,-0.5444361153259633,2.874390093563993,3.4118094310417098,2.7558593688376347,-2.2801164514117147,2.6117753612379517,3.8504553340778394,-1.7814348808522582,2.171267380176046,-1.5653749527623155,3.615695245988941,1.5377216054384015,4.841719426444348,1.9026553992456865,1.3955535601300448,5.084334098647418,3.388148396139233,4.757070987721428,4.8881437816009115,3.1365924618058414,-0.3219193468346127,3.025381816822671,-0.5427717763354833,-0.37505875850153947,1.9834604720646365,3.002395783747136,-0.1601191143414029,2.4293087657747527,4.1581778498383235,4.2634326557232605,-0.7814203165398859,-0.12638661482074134,0.9233362601566659,1.2596947108025096,1.6223433897760684,3.8493116746366014,2.9928022720506977,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,1.0,5.504403316754566,1.2778221958717004,2.0601383547473526,0.4255636972038969,3.345476702474686,4.380795559193359,3.575948571180082,-0.8218603393622435,-0.22300228652061588,1.82020576708036,1.7472269225447636,1.7430951450853092,0.6519125471042003,2.6350464233031152,-0.10727195200493647,1.1236527022820642,0.9123157032490732,4.257212095342132,2.214684094218057,2.3936786851976404,0.9120226578877252,1.6200034208480212,2.3604476847063744,2.1367554733903846,0.5051051339923861,5.134775232587773,-0.21450631103898388,3.688733395188368,0.8779576761844556,0.606092261445897,3.3682004697998367,0.7640890458085786,1.474986939925151,5.0672428785856685,1.7436440165254838,3.086739423213232,0.0843309503181474,2.9587419663345065,2.9885502317320425,0.9515363101077928,0.6936869526221884,3.2727879435986096,2.314560764342535,-1.9203048011950232,5.522886450525808,0.12475874673811482,0.8370960515285415,4.8639562334168085,4.438543977676835,0.5511504238612485,3.9252343647133374,3.3536393308448296,1.6251750534229064,1.2651069607629275,1.4117364622466988,6.222575536873541,2.1219182344494865,1.955504109424456,3.6815695334385614,2.4080618829281963,5.168718708614667,0.3444649418281141,-0.06632757793897727,3.7097799743479682,3.6452330704210216,-0.047480251078073146,3.92377017548576,1.6468625134091368,2.3175285649308552,0.5694912713706402,5.393695532309408,3.3297417396258444,1.5825285851219546,1.125520773693144,3.8486961325378384,2.15120098099015,1.4122091781894983,2.877282637821615,0.6290994298793977,4.5871107419131585,-0.3088262132906328,2.6529002080455,-0.2069182665982068,0.8817850191947515,0.805761025422841,1.4085501926923554,0.5311643528814655,2.6216899287707585,-0.891640402268603,3.0788994767165154,1.6409273444551862,5.535426917049084,0.826703103127071,3.0437244500316614,3.704899701417661,0.6016291569538325,,,,
